"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"6688","OPTCUR","USDINR","OPTION","18-Aug-2023",83,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.2225,0.5325,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3775,"USDINR"
"6695","OPTCUR","USDINR","OPTION","18-Aug-2023",83.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.17,0.435,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3025,"USDINR"
"6697","OPTCUR","USDINR","OPTION","18-Aug-2023",83.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.13,0.355,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2425,"USDINR"
"6713","OPTCUR","USDINR","OPTION","18-Aug-2023",83.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0975,0.2825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.19,"USDINR"
"6798","OPTCUR","USDINR","OPTION","18-Aug-2023",84,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0725,0.2225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1475,"USDINR"
"6857","OPTCUR","USDINR","OPTION","18-Aug-2023",84.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0525,0.1725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1125,"USDINR"
"6867","OPTCUR","USDINR","OPTION","18-Aug-2023",84.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.035,0.135,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.085,"USDINR"
"6882","OPTCUR","USDINR","OPTION","18-Aug-2023",84.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0275,0.1025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.065,"USDINR"
"6884","OPTCUR","USDINR","OPTION","18-Aug-2023",85,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0175,0.0775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0475,"USDINR"
"6886","OPTCUR","USDINR","OPTION","18-Aug-2023",85.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0125,0.0575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.035,"USDINR"
"6892","OPTCUR","USDINR","OPTION","18-Aug-2023",86,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0125,"USDINR"
"6896","OPTCUR","USDINR","OPTION","18-Aug-2023",86.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.055,"USDINR"
"6913","OPTCUR","USDINR","OPTION","18-Aug-2023",86.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0425,"USDINR"
"6919","OPTCUR","USDINR","OPTION","18-Aug-2023",86.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.01,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0325,"USDINR"
"6932","OPTCUR","USDINR","OPTION","18-Aug-2023",87,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.025,"USDINR"
"6969","OPTCUR","USDINR","OPTION","18-Aug-2023",87.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.02,"USDINR"
"6979","OPTCUR","USDINR","OPTION","18-Aug-2023",87.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.015,"USDINR"
"7009","OPTCUR","USDINR","OPTION","18-Aug-2023",87.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.01,"USDINR"
"7079","OPTCUR","USDINR","OPTION","18-Aug-2023",88,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0075,"USDINR"
"7089","OPTCUR","USDINR","OPTION","18-Aug-2023",88.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"USDINR"
"7169","OPTCUR","USDINR","OPTION","18-Aug-2023",88.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"USDINR"
"2388","OPTCUR","USDINR","OPTION","18-Aug-2023",88.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"7257","OPTCUR","USDINR","OPTION","18-Aug-2023",76.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"6562","OPTCUR","USDINR","OPTION","18-Aug-2023",76.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"6564","OPTCUR","USDINR","OPTION","18-Aug-2023",76.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"6572","OPTCUR","USDINR","OPTION","18-Aug-2023",77.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"6574","OPTCUR","USDINR","OPTION","18-Aug-2023",77.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"6576","OPTCUR","USDINR","OPTION","18-Aug-2023",77.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.01,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"USDINR"
"6585","OPTCUR","USDINR","OPTION","18-Aug-2023",79,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.73,3.645,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.1875,"USDINR"
"6888","OPTCUR","USDINR","OPTION","18-Aug-2023",85.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0075,0.0425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.025,"USDINR"
"6890","OPTCUR","USDINR","OPTION","18-Aug-2023",85.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.005,0.03,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0175,"USDINR"
"10407","OPTCUR","USDINR","OPTION","18-Aug-2023",76,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"6566","OPTCUR","USDINR","OPTION","18-Aug-2023",77,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"6578","OPTCUR","USDINR","OPTION","18-Aug-2023",78,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.01,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"USDINR"
"6580","OPTCUR","USDINR","OPTION","18-Aug-2023",78.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.015,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0075,"USDINR"
"6582","OPTCUR","USDINR","OPTION","18-Aug-2023",78.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0125,"USDINR"
"6584","OPTCUR","USDINR","OPTION","18-Aug-2023",78.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.005,0.03,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0175,"USDINR"
"6586","OPTCUR","USDINR","OPTION","18-Aug-2023",79,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0075,0.0425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.025,"USDINR"
"6592","OPTCUR","USDINR","OPTION","18-Aug-2023",79.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.03,0.11,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.07,"USDINR"
"6588","OPTCUR","USDINR","OPTION","18-Aug-2023",79.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.015,0.06,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0375,"USDINR"
"6590","OPTCUR","USDINR","OPTION","18-Aug-2023",79.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.02,0.08,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.05,"USDINR"
"6594","OPTCUR","USDINR","OPTION","18-Aug-2023",80,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0425,0.1475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.095,"USDINR"
"6596","OPTCUR","USDINR","OPTION","18-Aug-2023",80.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.06,0.19,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.125,"USDINR"
"6604","OPTCUR","USDINR","OPTION","18-Aug-2023",80.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.085,0.245,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.165,"USDINR"
"6610","OPTCUR","USDINR","OPTION","18-Aug-2023",80.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.1125,0.3125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2125,"USDINR"
"6630","OPTCUR","USDINR","OPTION","18-Aug-2023",81,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.155,0.395,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.275,"USDINR"
"6634","OPTCUR","USDINR","OPTION","18-Aug-2023",81.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.2,0.485,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3425,"USDINR"
"6639","OPTCUR","USDINR","OPTION","18-Aug-2023",81.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.26,0.59,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.425,"USDINR"
"6641","OPTCUR","USDINR","OPTION","18-Aug-2023",81.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.33,0.71,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.52,"USDINR"
"6664","OPTCUR","USDINR","OPTION","18-Aug-2023",82,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.4125,0.8475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.63,"USDINR"
"6667","OPTCUR","USDINR","OPTION","18-Aug-2023",82.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.51,0.995,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.7525,"USDINR"
"6669","OPTCUR","USDINR","OPTION","18-Aug-2023",82.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.62,1.16,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.89,"USDINR"
"6676","OPTCUR","USDINR","OPTION","18-Aug-2023",82.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.745,1.335,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.04,"USDINR"
"6689","OPTCUR","USDINR","OPTION","18-Aug-2023",83,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.885,1.525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.205,"USDINR"
"6696","OPTCUR","USDINR","OPTION","18-Aug-2023",83.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.0375,1.7225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.38,"USDINR"
"6714","OPTCUR","USDINR","OPTION","18-Aug-2023",83.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.3825,2.1475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.765,"USDINR"
"6856","OPTCUR","USDINR","OPTION","18-Aug-2023",84,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.575,2.37,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.9725,"USDINR"
"6866","OPTCUR","USDINR","OPTION","18-Aug-2023",84.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.775,2.6,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.1875,"USDINR"
"6869","OPTCUR","USDINR","OPTION","18-Aug-2023",84.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.985,2.835,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.41,"USDINR"
"6883","OPTCUR","USDINR","OPTION","18-Aug-2023",84.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.2025,3.0725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.6375,"USDINR"
"6885","OPTCUR","USDINR","OPTION","18-Aug-2023",85,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.425,3.315,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.87,"USDINR"
"6887","OPTCUR","USDINR","OPTION","18-Aug-2023",85.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.655,3.56,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.1075,"USDINR"
"6889","OPTCUR","USDINR","OPTION","18-Aug-2023",85.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.89,3.805,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.3475,"USDINR"
"6891","OPTCUR","USDINR","OPTION","18-Aug-2023",85.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.13,4.05,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.59,"USDINR"
"6893","OPTCUR","USDINR","OPTION","18-Aug-2023",86,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.3675,4.2975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.8325,"USDINR"
"6897","OPTCUR","USDINR","OPTION","18-Aug-2023",86.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.6125,4.5475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.5025,"USDINR"
"6914","OPTCUR","USDINR","OPTION","18-Aug-2023",86.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.8575,4.7925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.74,"USDINR"
"6931","OPTCUR","USDINR","OPTION","18-Aug-2023",86.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.1025,5.0425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.98,"USDINR"
"6698","OPTCUR","USDINR","OPTION","18-Aug-2023",83.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.205,1.93,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.5675,"USDINR"
"6968","OPTCUR","USDINR","OPTION","18-Aug-2023",87,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.3525,5.2925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.22,"USDINR"
"6978","OPTCUR","USDINR","OPTION","18-Aug-2023",87.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.5975,5.5425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.4625,"USDINR"
"7008","OPTCUR","USDINR","OPTION","18-Aug-2023",87.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.8475,5.7925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.7075,"USDINR"
"7078","OPTCUR","USDINR","OPTION","18-Aug-2023",87.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.095,6.04,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.9525,"USDINR"
"7088","OPTCUR","USDINR","OPTION","18-Aug-2023",88,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.345,6.29,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.2,"USDINR"
"7090","OPTCUR","USDINR","OPTION","18-Aug-2023",88.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.5875,6.5325,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.445,"USDINR"
"7204","OPTCUR","USDINR","OPTION","18-Aug-2023",88.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.8375,6.7825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.6925,"USDINR"
"2477","OPTCUR","USDINR","OPTION","18-Aug-2023",88.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",6.0875,7.0325,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.765,"USDINR"
"1255","OPTCUR","USDINR","OPTION","25-Aug-2023",76.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.5,6.445,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.41,"USDINR"
"10126","OPTCUR","USDINR","OPTION","25-Aug-2023",76.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.25,6.195,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.3725,"USDINR"
"10408","OPTCUR","USDINR","OPTION","25-Aug-2023",76,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.75,6.695,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.36,"USDINR"
"10128","OPTCUR","USDINR","OPTION","25-Aug-2023",76.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.0025,5.9475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.475,"USDINR"
"10132","OPTCUR","USDINR","OPTION","25-Aug-2023",77.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.505,5.45,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.9775,"USDINR"
"10138","OPTCUR","USDINR","OPTION","25-Aug-2023",78,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.7675,4.7025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.235,"USDINR"
"10146","OPTCUR","USDINR","OPTION","25-Aug-2023",79,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.8075,3.7175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.2625,"USDINR"
"10152","OPTCUR","USDINR","OPTION","25-Aug-2023",79.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.1325,2.9925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.5625,"USDINR"
"10154","OPTCUR","USDINR","OPTION","25-Aug-2023",80,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.92,2.76,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.34,"USDINR"
"10156","OPTCUR","USDINR","OPTION","25-Aug-2023",80.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.715,2.53,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.1225,"USDINR"
"10162","OPTCUR","USDINR","OPTION","25-Aug-2023",81,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.1725,1.8825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.5275,"USDINR"
"10170","OPTCUR","USDINR","OPTION","25-Aug-2023",81.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.0125,1.6775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.345,"USDINR"
"10176","OPTCUR","USDINR","OPTION","25-Aug-2023",81.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.735,1.31,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.0225,"USDINR"
