,datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
178,2023-07-07 12:13:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,221.15,224.05,221.15,223.35,2900,1988050,178
179,2023-07-07 12:14:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,223.9,223.9,218.7,219,11750,1999700,179
180,2023-07-07 12:15:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,219.5,219.5,214.05,214.75,20300,1999700,180
181,2023-07-07 12:16:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,215.7,218.5,215.7,218.45,5600,1999700,181
182,2023-07-07 12:17:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,218,218.5,217,217.45,5300,2008700,182
183,2023-07-07 12:18:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,217.3,219.1,215.4,215.4,7700,2008700,183
184,2023-07-07 12:19:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,216.2,218.65,216.1,216.1,2500,2008700,184
185,2023-07-07 12:20:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,217.45,221.7,217.45,221.7,14850,2001150,185
186,2023-07-07 12:21:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,220.9,222.5,218.3,219,8450,2001150,186
187,2023-07-07 12:22:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,219,222,218.9,221.05,5950,2001150,187
188,2023-07-07 12:23:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,221.35,223.55,220.55,223.2,7400,2007900,188
189,2023-07-07 12:24:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,223.65,223.65,220.5,222.1,5700,2007900,189
190,2023-07-07 12:25:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,222.1,222.1,220.5,221.45,3050,2007900,190
191,2023-07-07 12:26:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,222.1,224.05,222.1,224,3650,2010100,191
192,2023-07-07 12:27:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,224,224,222.4,223,7450,2010100,192
193,2023-07-07 12:28:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,222.8,225.3,222.8,223.35,13150,2010100,193
194,2023-07-07 12:29:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,223.65,226,223.65,225.95,12600,2011900,194
195,2023-07-07 12:30:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,225.9,226.85,224.3,226.7,21950,2011900,195
196,2023-07-07 12:31:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,226.5,228.1,226.5,227.2,8950,2011900,196
197,2023-07-07 12:32:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,226.55,227.15,223.75,223.75,10800,2005500,197
198,2023-07-07 12:33:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,223.55,225.9,223.05,225.9,9550,2005500,198
199,2023-07-07 12:34:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,226.5,229.1,225.8,229.1,6750,2005500,199
200,2023-07-07 12:35:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,230.45,230.65,229,229.7,11400,2009950,200
201,2023-07-07 12:36:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,230,230,228.25,228.4,11550,2009950,201
202,2023-07-07 12:37:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,228.05,229.05,227.7,228.3,12250,2009950,202
203,2023-07-07 12:38:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,228.45,228.9,225.25,226,8200,2008250,203
204,2023-07-07 12:39:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,225.9,228,224.7,227.6,7850,2008250,204
205,2023-07-07 12:40:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,227.8,231.2,227.8,231.2,15250,2008250,205
206,2023-07-07 12:41:00,NIFTY,NFO,Options,27-JUL-23,Put,19500,231.45,231.45,229.9,230.7,10600,1996950,206
